Op Number,Percent Completion (Old),Time (ms),Old (bytes),Initial,Time (ms),Iterator (bytes),Percent Completion (Iterator),Iterator Ops,Time (ms),Percent Completion (8bit),New (bytes),uint8_t Buffers
274,1.71%,13416,365647424,348.70856,6860,361453120,6%,344.70856,6629,6%,331809664,316.43835
275,1.72%,13420,364598848,347.70856,6860,360404544,6%,343.70856,6629,6%,330761088,315.43835
276,1.72%,13421,363550272,346.70856,6861,359355968,6%,342.70856,6630,6%,329712512,314.43835
277,1.73%,13422,364598848,347.70856,6861,358307392,6%,341.70856,6630,6%,328663936,313.43835
278,1.74%,13422,365647424,348.70856,6861,357258816,7%,340.70856,6630,6%,327615360,312.43835
279,1.74%,13423,366696000,349.70856,6862,356210240,7%,339.70856,6631,6%,326566784,311.43835
280,1.75%,13423,367744576,350.70856,6862,355161664,7%,338.70856,6632,7%,325518208,310.43835
281,1.75%,13423,366696000,349.70856,6864,354719296,7%,338.28668,6632,7%,325075840,310.01648
282,1.76%,13424,365647424,348.70856,6864,354276928,7%,337.86481,6632,7%,324633472,309.59460
283,1.77%,13424,364598848,347.70856,6864,354227776,7%,337.81793,6632,7%,324584320,309.54773
284,1.77%,13424,363550272,346.70856,6864,354178624,7%,337.77106,6632,7%,324535168,309.50085
285,1.78%,13425,362501696,345.70856,6864,354227776,7%,337.81793,6632,7%,324584320,309.54773
286,1.79%,13425,361453120,344.70856,6864,354276928,7%,337.86481,6632,7%,324633472,309.59460
287,1.79%,13425,360404544,343.70856,6864,354276928,7%,337.86481,6632,7%,324633472,309.59460
288,1.80%,13426,359355968,342.70856,6864,354276928,7%,337.86481,6632,7%,324633472,309.59460
289,1.80%,13426,358307392,341.70856,6864,354719296,7%,338.28668,6632,7%,325075840,310.01648
290,1.81%,13426,357258816,340.70856,6864,355161664,7%,338.70856,6633,7%,325518208,310.43835
291,1.82%,13427,356210240,339.70856,6865,356210240,7%,339.70856,6633,7%,326566784,311.43835
292,1.82%,13427,355161664,338.70856,6865,357258816,7%,340.70856,6633,7%,327615360,312.43835
293,1.83%,13428,354719296,338.28668,6865,358307392,7%,341.70856,6634,7%,328663936,313.43835
294,1.84%,13428,354276928,337.86481,6880,359355968,7%,342.70856,6648,7%,329712512,314.43835
295,1.84%,13428,354227776,337.81793,6881,360404544,7%,343.70856,6648,7%,330761088,315.43835
296,1.85%,13428,354178624,337.77106,6881,361453120,7%,344.70856,6648,7%,331809664,316.43835
297,1.85%,13428,354227776,337.81793,6882,362501696,7%,345.70856,6649,7%,332858240,317.43835
298,1.86%,13428,354276928,337.86481,6882,363550272,7%,346.70856,6649,7%,333906816,318.43835
299,1.87%,13428,354276928,337.86481,6886,362501696,7%,345.70856,6653,7%,332858240,317.43835
300,1.87%,13428,354276928,337.86481,6886,361453120,7%,344.70856,6653,7%,331809664,316.43835
301,1.88%,13428,354719296,338.28668,6887,360404544,7%,343.70856,6653,7%,330761088,315.43835
302,1.89%,13428,355161664,338.70856,6887,359355968,7%,342.70856,6654,7%,329712512,314.43835
303,1.89%,13429,356210240,339.70856,6888,358307392,7%,341.70856,6654,7%,328663936,313.43835
304,1.90%,13429,357258816,340.70856,6888,357258816,7%,340.70856,6654,7%,327615360,312.43835
305,1.90%,13429,358307392,341.70856,6888,356210240,7%,339.70856,6655,7%,326566784,311.43835
306,1.91%,13443,359355968,342.70856,6889,355161664,7%,338.70856,6657,7%,325518208,310.43835
307,1.92%,13443,360404544,343.70856,6889,354719296,7%,338.28668,6657,7%,325075840,310.01648
308,1.92%,13443,361453120,344.70856,6889,354276928,7%,337.86481,6657,7%,324633472,309.59460
309,1.93%,13444,362501696,345.70856,6890,354227776,7%,337.81793,6657,7%,324584320,309.54773
310,1.94%,13444,363550272,346.70856,6890,354178624,7%,337.77106,6657,7%,324535168,309.50085
311,1.94%,13445,364598848,347.70856,6890,354227776,7%,337.81793,6657,7%,324584320,309.54773
312,1.95%,13445,365647424,348.70856,6890,354276928,7%,337.86481,6657,7%,324633472,309.59460
313,1.95%,13448,364598848,347.70856,6890,354276928,7%,337.86481,6657,7%,324633472,309.59460
314,1.96%,13448,363550272,346.70856,6890,354276928,7%,337.86481,6657,7%,324633472,309.59460
315,1.97%,13449,364598848,347.70856,6890,354719296,7%,338.28668,6657,7%,325075840,310.01648
316,1.97%,13450,365647424,348.70856,6890,355161664,7%,338.70856,6658,7%,325518208,310.43835
317,1.98%,13450,366696000,349.70856,6891,356210240,7%,339.70856,6658,7%,326566784,311.43835
318,1.99%,13451,367744576,350.70856,6891,357258816,7%,340.70856,6658,7%,327615360,312.43835
319,1.99%,13451,366696000,349.70856,6891,358307392,7%,341.70856,6659,7%,328663936,313.43835
320,2.00%,13451,365647424,348.70856,6906,359355968,8%,342.70856,6673,7%,329712512,314.43835
321,2.00%,13451,364598848,347.70856,6906,360404544,8%,343.70856,6673,7%,330761088,315.43835
322,2.01%,13452,363550272,346.70856,6907,361453120,8%,344.70856,6674,8%,331809664,316.43835
323,2.02%,13452,362501696,345.70856,6907,362501696,8%,345.70856,6674,8%,332858240,317.43835
324,2.02%,13453,361453120,344.70856,6907,363550272,8%,346.70856,6674,8%,333906816,318.43835
325,2.03%,13453,360404544,343.70856,6914,362501696,8%,345.70856,6679,8%,332858240,317.43835
326,2.04%,13453,359355968,342.70856,6916,361453120,8%,344.70856,6679,8%,331809664,316.43835
327,2.04%,13454,358307392,341.70856,6916,360404544,8%,343.70856,6680,8%,330761088,315.43835
328,2.05%,13454,357258816,340.70856,6917,359355968,8%,342.70856,6680,8%,329712512,314.43835
329,2.05%,13454,356210240,339.70856,6917,358307392,8%,341.70856,6681,8%,328663936,313.43835
330,2.06%,13455,355161664,338.70856,6918,357258816,8%,340.70856,6681,8%,327615360,312.43835
331,2.07%,13455,354719296,338.28668,6918,356210240,8%,339.70856,6681,8%,326566784,311.43835
332,2.07%,13455,354276928,337.86481,6919,355161664,8%,338.70856,6682,8%,325518208,310.43835
333,2.08%,13455,354227776,337.81793,6919,354719296,8%,338.28668,6682,8%,325075840,310.01648
334,2.09%,13455,354178624,337.77106,6919,354276928,8%,337.86481,6682,8%,324633472,309.59460
335,2.09%,13455,354227776,337.81793,6920,354227776,8%,337.81793,6682,8%,324584320,309.54773
336,2.10%,13455,354276928,337.86481,6920,354178624,8%,337.77106,6682,8%,324535168,309.50085
337,2.10%,13455,354276928,337.86481,6920,354227776,8%,337.81793,6682,8%,324584320,309.54773
338,2.11%,13455,354276928,337.86481,6920,354276928,8%,337.86481,6682,8%,324633472,309.59460
339,2.12%,13455,354719296,338.28668,6920,354276928,8%,337.86481,6682,8%,324633472,309.59460
340,2.12%,13456,355161664,338.70856,6920,354276928,8%,337.86481,6682,8%,324633472,309.59460
341,2.13%,13456,356210240,339.70856,6920,354719296,8%,338.28668,6682,8%,325075840,310.01648
342,2.14%,13456,357258816,340.70856,6920,355161664,8%,338.70856,6682,8%,325518208,310.43835
343,2.14%,13456,358307392,341.70856,6920,356210240,8%,339.70856,6682,8%,326566784,311.43835
344,2.15%,13470,359355968,342.70856,6921,357258816,8%,340.70856,6683,8%,327615360,312.43835
345,2.15%,13470,360404544,343.70856,6921,358307392,8%,341.70856,6683,8%,328663936,313.43835
346,2.16%,13470,361453120,344.70856,6931,359355968,8%,342.70856,6696,8%,329712512,314.43835
347,2.17%,13471,362501696,345.70856,6931,360404544,8%,343.70856,6697,8%,330761088,315.43835
348,2.17%,13471,363550272,346.70856,6932,361453120,8%,344.70856,6697,8%,331809664,316.43835
349,2.18%,13472,364598848,347.70856,6932,362501696,8%,345.70856,6697,8%,332858240,317.43835
350,2.19%,13472,365647424,348.70856,6932,363550272,8%,346.70856,6698,8%,333906816,318.43835
351,2.19%,13475,364598848,347.70856,6942,362501696,8%,345.70856,6702,8%,332858240,317.43835
352,2.20%,13476,363550272,346.70856,6942,361453120,8%,344.70856,6702,8%,331809664,316.43835
353,2.21%,13477,364598848,347.70856,6942,360404544,8%,343.70856,6703,8%,330761088,315.43835
354,2.21%,13477,365647424,348.70856,6943,359355968,8%,342.70856,6703,8%,329712512,314.43835
355,2.22%,13478,366696000,349.70856,6943,358307392,8%,341.70856,6704,8%,328663936,313.43835
356,2.22%,13478,367744576,350.70856,6943,357258816,8%,340.70856,6704,8%,327615360,312.43835
357,2.23%,13478,366696000,349.70856,6944,356210240,8%,339.70856,6705,8%,326566784,311.43835
358,2.24%,13478,365647424,348.70856,6944,355161664,8%,338.70856,6705,8%,325518208,310.43835
359,2.24%,13479,364598848,347.70856,6944,354719296,8%,338.28668,6706,8%,325075840,310.01648
360,2.25%,13479,363550272,346.70856,6944,354276928,8%,337.86481,6706,8%,324633472,309.59460
361,2.26%,13480,362501696,345.70856,6945,354227776,8%,337.81793,6706,8%,324584320,309.54773
362,2.26%,13480,361453120,344.70856,6945,354178624,9%,337.77106,6706,8%,324535168,309.50085
363,2.27%,13480,360404544,343.70856,6946,358372928,9%,341.77106,6706,8%,328729472,313.50085
364,2.27%,13481,359355968,342.70856,6946,362567232,9%,345.77106,6707,8%,332923776,317.50085
365,2.28%,13481,358307392,341.70856,6946,496784960,9%,473.77106,6707,9%,366478208,349.50085
366,2.29%,13482,357258816,340.70856,6947,631002688,9%,601.77106,6707,9%,400032640,381.50085
367,2.29%,13482,356210240,339.70856,6947,635196992,9%,605.77106,6708,9%,404226944,385.50085
368,2.30%,13482,355161664,338.70856,6956,639391296,9%,609.77106,6715,9%,408421248,389.50085
369,2.31%,13482,354719296,338.28668,6959,635196992,9%,605.77106,6718,9%,404226944,385.50085
370,2.31%,13483,354276928,337.86481,6961,769414720,9%,733.77106,6720,9%,437781376,417.50085
371,2.32%,13483,354227776,337.81793,6962,773609024,9%,737.77106,6721,9%,438829952,418.50085
372,2.32%,13483,354178624,337.77106,6962,777803328,9%,741.77106,6721,9%,439878528,419.50085
373,2.33%,13483,354227776,337.81793,6963,912021056,9%,869.77106,6722,9%,473432960,451.50085
374,2.34%,13483,354276928,337.86481,6964,1046238784,9%,997.77106,6722,9%,506987392,483.50085
375,2.34%,13483,354276928,337.86481,6965,1180456512,9%,1125.77106,6722,9%,540541824,515.50085
376,2.35%,13483,354276928,337.86481,6965,1314674240,9%,1253.77106,6723,9%,574096256,547.50085
377,2.36%,13483,354719296,338.28668,6966,1318868544,9%,1257.77106,6723,9%,575144832,548.50085
378,2.36%,13483,355161664,338.70856,6967,1323062848,9%,1261.77106,6724,9%,576193408,549.50085
379,2.37%,13483,356210240,339.70856,6967,1390171712,9%,1325.77106,6724,9%,592970624,565.50085
380,2.37%,13483,357258816,340.70856,6968,1457280576,9%,1389.77106,6725,9%,609747840,581.50085
381,2.38%,13483,358307392,341.70856,7264,1390171712,9%,1325.77106,6848,9%,592970624,565.50085
382,2.39%,13496,359355968,342.70856,7270,1323062848,9%,1261.77106,6850,9%,576193408,549.50085
383,2.39%,13496,360404544,343.70856,7289,1390171712,9%,1325.77106,6854,9%,592970624,565.50085
384,2.40%,13497,361453120,344.70856,7289,1457280576,9%,1389.77106,6856,9%,609747840,581.50085
385,2.41%,13497,362501696,345.70856,7502,1390171712,9%,1325.77106,6942,9%,592970624,565.50085
386,2.41%,13497,363550272,346.70856,7507,1323062848,9%,1261.77106,6943,9%,576193408,549.50085
387,2.42%,13498,364598848,347.70856,7535,1356617280,9%,1293.77106,6947,9%,584582016,557.50085
388,2.42%,13498,365647424,348.70856,7536,1390171712,9%,1325.77106,6947,9%,592970624,565.50085
389,2.43%,13502,364598848,347.70856,7648,1356617280,9%,1293.77106,6978,9%,584582016,557.50085
390,2.44%,13502,363550272,346.70856,7651,1323062848,9%,1261.77106,6979,9%,576193408,549.50085
391,2.44%,13503,364598848,347.70856,7659,1356617280,9%,1293.77106,6981,9%,584582016,557.50085
392,2.45%,13503,365647424,348.70856,7660,1390171712,9%,1325.77106,6982,9%,592970624,565.50085
393,2.46%,13504,366696000,349.70856,7769,1356617280,9%,1293.77106,7007,9%,584582016,557.50085
394,2.46%,13504,367744576,350.70856,7772,1323062848,9%,1261.77106,7008,9%,576193408,549.50085
395,2.47%,13504,366696000,349.70856,7777,1339840064,9%,1277.77106,7011,9%,580387712,553.50085
396,2.47%,13504,365647424,348.70856,7780,1356617280,9%,1293.77106,7012,9%,584582016,557.50085
397,2.48%,13505,364598848,347.70856,7871,1339840064,9%,1277.77106,7048,9%,580387712,553.50085
398,2.49%,13505,363550272,346.70856,7872,1323062848,9%,1261.77106,7049,9%,576193408,549.50085
399,2.49%,13505,362501696,345.70856,7875,1339840064,9%,1277.77106,7050,9%,580387712,553.50085
400,2.50%,13506,361453120,344.70856,7875,1356617280,9%,1293.77106,7050,9%,584582016,557.50085
401,2.51%,13506,360404544,343.70856,7954,1339840064,9%,1277.77106,7068,9%,580387712,553.50085
402,2.51%,13507,359355968,342.70856,7955,1323062848,9%,1261.77106,7069,9%,576193408,549.50085
403,2.52%,13507,358307392,341.70856,7958,1331451456,9%,1269.77106,7069,9%,578290560,551.50085
404,2.52%,13507,357258816,340.70856,7960,1339840064,9%,1277.77106,7070,9%,580387712,553.50085
405,2.53%,13508,356210240,339.70856,8025,1331451456,10%,1269.77106,7089,9%,578290560,551.50085
406,2.54%,13508,355161664,338.70856,8026,1323062848,10%,1261.77106,7089,9%,576193408,549.50085
407,2.54%,13508,354719296,338.28668,8027,1331451456,10%,1269.77106,7089,9%,578290560,551.50085
408,2.55%,13509,354276928,337.86481,8027,1339840064,10%,1277.77106,7089,10%,580387712,553.50085
409,2.56%,13509,354227776,337.81793,8070,1331451456,10%,1269.77106,7104,10%,578290560,551.50085
410,2.56%,13509,354178624,337.77106,8071,1323062848,10%,1261.77106,7104,10%,576193408,549.50085
411,2.57%,13509,358372928,341.77106,8073,1327257152,10%,1265.77106,7105,10%,577241984,550.50085
412,2.57%,13510,362567232,345.77106,8073,1331451456,10%,1269.77106,7105,10%,578290560,551.50085
413,2.58%,13510,496784960,473.77106,8127,1327257152,10%,1265.77106,7123,10%,577241984,550.50085
414,2.59%,13511,631002688,601.77106,8127,1323062848,10%,1261.77106,7123,10%,576193408,549.50085
415,2.59%,13511,635196992,605.77106,8128,1327257152,10%,1265.77106,7123,10%,577241984,550.50085
416,2.60%,13527,639391296,609.77106,8128,1331451456,10%,1269.77106,7123,10%,578290560,551.50085
417,2.61%,13532,643585600,613.77106,8167,1327257152,10%,1265.77106,7140,10%,577241984,550.50085
418,2.61%,13532,647779904,617.77106,8168,1323062848,10%,1261.77106,7140,10%,576193408,549.50085
419,2.62%,13532,651974208,621.77106,8168,1318868544,10%,1257.77106,7140,10%,575144832,548.50085
420,2.62%,13532,647779904,617.77106,8179,1314674240,10%,1253.77106,7144,10%,574096256,547.50085
421,2.63%,13533,643585600,613.77106,8179,1180456512,10%,1125.77106,7148,10%,540541824,515.50085
422,2.64%,13535,639391296,609.77106,8180,1046238784,10%,997.77106,7151,10%,506987392,483.50085
423,2.64%,13536,635196992,605.77106,8192,912021056,10%,869.77106,7157,10%,473432960,451.50085
424,2.65%,13538,769414720,733.77106,8203,777803328,10%,741.77106,7161,10%,439878528,419.50085
425,2.66%,13539,903632448,861.77106,8215,773609024,10%,737.77106,7164,10%,438829952,418.50085
426,2.66%,13540,1037850176,989.77106,8248,769414720,10%,733.77106,7174,10%,437781376,417.50085
427,2.67%,13541,1172067904,1117.77106,8277,635196992,10%,605.77106,7177,10%,404226944,385.50085
428,2.67%,13542,1306285632,1245.77106,8300,631002688,10%,601.77106,7184,10%,400032640,381.50085
429,2.68%,13543,1440503360,1373.77106,8333,496784960,10%,473.77106,7193,10%,366478208,349.50085
430,2.69%,13543,1306285632,1245.77106,8334,362567232,10%,345.77106,7194,10%,332923776,317.50085
431,2.69%,13591,1172067904,1117.77106,8346,358372928,10%,341.77106,7198,10%,328729472,313.50085
432,2.70%,13627,1037850176,989.77106,8379,354178624,10%,337.77106,7216,10%,324535168,309.50085
433,2.71%,13663,903632448,861.77106,8402,358372928,10%,341.77106,7220,10%,328729472,313.50085
434,2.71%,13700,769414720,733.77106,8424,362567232,10%,345.77106,7223,10%,332923776,317.50085
435,2.72%,13712,635196992,605.77106,8425,366761536,10%,349.77106,7223,10%,337118080,321.50085
436,2.73%,13790,769414720,733.77106,8426,370955840,10%,353.77106,7224,10%,341312384,325.50085
437,2.73%,13791,773609024,737.77106,8426,375150144,10%,357.77106,7224,10%,342360960,326.50085
438,2.74%,13791,777803328,741.77106,8427,379344448,10%,361.77106,7225,10%,343409536,327.50085
439,2.74%,13792,912021056,869.77106,8427,383538752,10%,365.77106,7225,10%,344458112,328.50085
440,2.75%,13793,1046238784,997.77106,8429,387733056,10%,369.77106,7226,10%,345506688,329.50085
441,2.76%,13794,1180456512,1125.77106,8434,383538752,10%,365.77106,7226,10%,344458112,328.50085
442,2.76%,13795,1314674240,1253.77106,8435,387733056,10%,369.77106,7227,10%,348652416,332.50085
443,2.77%,13795,1180456512,1125.77106,8436,391927360,10%,373.77106,7227,10%,352846720,336.50085
444,2.78%,13842,1046238784,997.77106,8436,396121664,10%,377.77106,7227,10%,357041024,340.50085
445,2.78%,13896,1180456512,1125.77106,8436,400315968,10%,381.77106,7227,10%,361235328,344.50085
446,2.79%,13897,1314674240,1253.77106,8437,404510272,10%,385.77106,7235,10%,357041024,340.50085
447,2.79%,13898,1448891968,1381.77106,8437,408704576,11%,389.77106,7235,10%,352846720,336.50085
448,2.80%,13899,1583109696,1509.77106,8444,404510272,11%,385.77106,7235,10%,348652416,332.50085
449,2.81%,13899,1448891968,1381.77106,8444,400315968,11%,381.77106,7236,10%,344458112,328.50085
450,2.81%,13930,1314674240,1253.77106,8445,404510272,11%,385.77106,7237,10%,343409536,327.50085
451,2.82%,13984,1381783104,1317.77106,8445,408704576,11%,389.77106,7239,11%,342360960,326.50085
452,2.83%,13985,1448891968,1381.77106,8453,404510272,11%,385.77106,7240,11%,341312384,325.50085
453,2.83%,13986,1516000832,1445.77106,8453,400315968,11%,381.77106,7240,11%,337118080,321.50085
454,2.84%,13986,1583109696,1509.77106,8453,396121664,11%,377.77106,7241,11%,332923776,317.50085
455,2.84%,13987,1650218560,1573.77106,8454,391927360,11%,373.77106,7242,11%,328729472,313.50085
456,2.85%,13988,1717327424,1637.77106,8455,387733056,11%,369.77106,7242,11%,324535168,309.50085
457,2.86%,13988,1784436288,1701.77106,8456,383538752,11%,365.77106,7244,11%,325583744,310.50085
458,2.86%,13989,1851545152,1765.77106,8458,379344448,11%,361.77106,7245,11%,326632320,311.50085
459,2.87%,13990,1918654016,1829.77106,8459,375150144,11%,357.77106,7245,11%,326632320,311.50085
460,2.88%,13990,1985762880,1893.77106,8460,370955840,11%,353.77106,7245,11%,326632320,311.50085
461,2.88%,13991,2052871744,1957.77106,8461,366761536,11%,349.77106,7246,11%,336069504,320.50085
462,2.89%,13991,2119980608,2021.77106,8462,362567232,11%,345.77106,7246,11%,345506688,329.50085
463,2.89%,13991,2052871744,1957.77106,8463,358372928,11%,341.77106,7247,11%,346555264,330.50085
464,2.90%,14083,2119980608,2021.77106,8464,354178624,11%,337.77106,7247,11%,347603840,331.50085
465,2.91%,14084,2187089472,2085.77106,8467,355227200,11%,338.77106,7247,11%,348652416,332.50085
466,2.91%,14084,2119980608,2021.77106,8467,356275776,11%,339.77106,7515,11%,349700992,333.50085
467,2.92%,14098,2052871744,1957.77106,8467,356275776,11%,339.77106,7516,11%,350749568,334.50085
468,2.93%,14125,2119980608,2021.77106,8467,356275776,11%,339.77106,7516,11%,351798144,335.50085
469,2.93%,14126,2187089472,2085.77106,8468,365712960,11%,348.77106,7516,11%,352846720,336.50085
470,2.94%,14126,2119980608,2021.77106,8468,375150144,11%,357.77106,7516,11%,353895296,337.50085
471,2.94%,14142,2052871744,1957.77106,8469,376198720,11%,358.77106,7529,11%,352846720,336.50085
472,2.95%,14169,2119980608,2021.77106,8469,377247296,11%,359.77106,7529,11%,351798144,335.50085
473,2.96%,14170,2187089472,2085.77106,8469,378295872,11%,360.77106,7530,11%,350749568,334.50085
474,2.96%,14170,2254198336,2149.77106,8731,379344448,11%,361.77106,7530,11%,349700992,333.50085
475,2.97%,14170,2187089472,2085.77106,8731,380393024,11%,362.77106,7530,11%,348652416,332.50085
476,2.98%,14182,2119980608,2021.77106,8731,381441600,11%,363.77106,7531,11%,347603840,331.50085
477,2.98%,14315,2052871744,1957.77106,8731,382490176,11%,364.77106,7531,11%,346555264,330.50085
478,2.99%,14315,1985762880,1893.77106,8731,383538752,11%,365.77106,7532,11%,345506688,329.50085
479,2.99%,14326,2052871744,1957.77106,8745,382490176,11%,364.77106,7533,11%,336069504,320.50085
480,3.00%,14326,2119980608,2021.77106,8746,381441600,11%,363.77106,7534,11%,326632320,311.50085
481,3.01%,14326,2052871744,1957.77106,8746,380393024,11%,362.77106,7536,11%,325583744,310.50085
482,3.01%,14328,1985762880,1893.77106,8747,379344448,11%,361.77106,7537,11%,324535168,309.50085
483,3.02%,14339,2052871744,1957.77106,8747,378295872,11%,360.77106,7538,11%,325583744,310.50085
484,3.03%,14340,2119980608,2021.77106,8747,377247296,11%,359.77106,7538,11%,326632320,311.50085
485,3.03%,14340,2187089472,2085.77106,8748,376198720,11%,358.77106,7538,11%,326632320,311.50085
